"Ano";"Tipo de Emenda";"Autor da emenda";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Programa Orçamentário";"Ação Orçamentária";"Plano Orçamentário";"Código da emenda";"Valor empenhado";"Valor liquidado";"Valor pago";"Valor Restos a Pagar Inscritos";"Valor Restos a Pagar Cancelados";"Valor Restos a Pagar Pagos";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"REGINALDO LOPES";"0013";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202414110013";"500.000,00";"159.728,99";"159.728,99";"661.842,02";"18.700,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"HUGO LEAL";"0010";"RIO DE JANEIRO (UF)";"Educação";"Assistência hospitalar e ambulatorial";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"4086 - FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS DE ENSINO";"FUNCIONAMENTO E GESTAO DE INSTITUICOES HOSPITALARES FEDERAIS - DESPESAS DIVERSAS";"202423970010";"500.000,00";"500.000,00";"500.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JAQUES WAGNER";"0017";"BAHIA (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202440800017";"500.000,00";"0,00";"0,00";"500.000,00";"0,00";"500.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JANDIRA FEGHALI";"0008";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202417750008";"520.000,00";"422.000,00";"422.000,00";"122.800,00";"0,00";"73.200,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"PADRE JOAO";"0020";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"202427640020";"530.000,00";"0,00";"0,00";"569.750,00";"0,00";"490.250,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"FLAVIO ARNS";"0009";"PARANÁ (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202420380009";"540.000,00";"0,00";"0,00";"540.000,00";"0,00";"540.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"VANDER LOUBET";"0004";"MATO GROSSO DO SUL (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"15R4 - APOIO A EXPANSAO, CONSOLIDACAO, REESTRUTURACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"APOIO A EXPANSAO, CONSOLIDACAO, REESTRUTURACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202414510004";"550.000,00";"0,00";"0,00";"1.100.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JOAO DANIEL";"0018";"SERGIPE (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202436910018";"559.285,00";"40.950,00";"40.950,00";"792.550,59";"0,00";"244.119,41";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ANA PAULA LEAO";"0005";"MINAS GERAIS (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"202443000005";"569.534,50";"0,00";"0,00";"1.139.069,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"PAULINHO FREIRE";"0005";"NATAL - RN";"Educação";"Educação básica";"5111 - EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA";"APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS";"202444430005";"583.618,94";"0,00";"0,00";"1.167.237,88";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"AFONSO MOTTA";"0010";"RIO GRANDE DO SUL (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202430200010";"597.477,52";"0,00";"0,00";"1.020.260,72";"0,00";"174.694,32";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"BENES LEOCADIO";"0014";"RIO GRANDE DO NORTE (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"202439170014";"599.010,00";"258.010,00";"258.010,00";"520.303,00";"0,00";"161.697,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"JOSE GUIMARAES";"0014";"CEARÁ (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202424420014";"599.123,92";"364.800,00";"364.800,00";"466.307,92";"0,00";"2.339,92";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"EDUARDO GOMES";"0013";"TOCANTINS (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202441860013";"599.447,17";"8.080,00";"8.080,00";"904.956,46";"0,00";"277.777,88";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"BOHN GASS";"0007";"RIO GRANDE DO SUL (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202428620007";"599.996,51";"262.478,55";"245.312,58";"630.299,83";"0,00";"79.068,03";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"TULIO GADELHA";"0012";"PERNAMBUCO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS";"APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS";"202441750012";"600.000,00";"0,00";"0,00";"1.200.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DUDA SALABERT";"0003";"MINAS GERAIS (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"202443660003";"600.000,00";"0,00";"0,00";"1.181.250,00";"0,00";"18.750,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"WASHINGTON QUAQUA";"0020";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202444890020";"600.000,00";"0,00";"0,00";"600.000,00";"0,00";"600.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ROGERIO CORREIA";"0010";"DIAMANTINA - MG";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202440640010";"600.000,00";"0,00";"0,00";"832.075,00";"0,00";"367.925,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"LUIZA ERUNDINA";"0011";"SÃO PAULO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS";"APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS";"202436110011";"600.000,00";"0,00";"0,00";"1.200.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"IVAN VALENTE";"0008";"SANTO ANDRÉ - SP";"Educação";"Educação básica";"5111 - EDUCACAO BASICA DEMOCRATICA, COM QUALIDADE E EQUIDADE";"0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA";"APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA - DESPESAS DIVERSAS";"202432280008";"600.000,00";"0,00";"0,00";"1.200.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DUDA SALABERT";"0021";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202443660021";"600.000,00";"0,00";"0,00";"1.200.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CELIA XAKRIABA";"0015";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS";"APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS";"202443220015";"600.000,00";"0,00";"0,00";"1.200.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GLAUBER BRAGA";"0019";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202426160019";"600.000,00";"0,00";"0,00";"800.000,00";"0,00";"400.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"BOHN GASS";"0006";"RIO GRANDE DO SUL (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RL - FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"FUNCIONAMENTO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202428620006";"600.000,00";"468.014,59";"462.882,97";"219.492,63";"0,00";"54.741,43";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MARCIO ALVINO";"0006";"SÃO PAULO (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202437170006";"600.000,00";"211.865,38";"211.865,38";"688.134,62";"0,00";"88.134,62";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"GABRIEL NUNES";"0003";"BAHIA (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"202443790003";"604.035,02";"591.000,00";"556.426,50";"49.658,52";"0,00";"45.558,52";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DR. DANIEL SORANZ";"0004";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"202443380004";"607.835,00";"0,00";"0,00";"1.149.876,61";"0,00";"65.793,39";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"TEREZA CRISTINA";"0003";"MATO GROSSO DO SUL (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202442790003";"610.000,00";"119.944,98";"119.944,98";"718.848,81";"4.195,00";"257.066,23";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"REIMONT";"0014";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"15R3 - APOIO A CONSOLIDACAO, REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"APOIO A CONSOLIDACAO, REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202444560014";"629.701,48";"102.833,69";"102.833,69";"993.118,12";"0,00";"60.617,46";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"MARIA DO ROSARIO";"0009";"RIO GRANDE DO SUL (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202419830009";"648.359,60";"171.239,00";"158.403,61";"813.960,16";"0,00";"165.951,82";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"AMOM MANDEL";"0010";"AMAZONAS (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS";"APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS";"202442990010";"649.997,36";"0,00";"0,00";"1.299.994,72";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ALENCAR SANTANA";"0005";"GUARULHOS - SP";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202439050005";"650.000,00";"382.467,93";"115.942,42";"787.599,04";"0,00";"280.516,12";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"AUGUSTO COUTINHO";"0008";"PERNAMBUCO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202427180008";"650.000,00";"0,00";"0,00";"1.300.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"BANDEIRA DE MELLO";"0012";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202443110012";"680.000,00";"280.000,00";"280.000,00";"400.000,00";"0,00";"400.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"VINICIUS GURGEL";"0014";"AMAPÁ (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202426760014";"685.792,00";"148.800,00";"148.800,00";"837.689,76";"0,00";"236.294,24";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"DANI CUNHA";"0004";"RIO DE JANEIRO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"202443350004";"698.917,95";"0,00";"0,00";"1.397.835,90";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ATILA LIRA";"0004";"PIAUÍ (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"202443090004";"699.728,07";"0,00";"0,00";"1.202.063,40";"0,00";"197.392,74";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"SAMIA BOMFIM";"0014";"SÃO PAULO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS";"APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS";"202441300014";"700.000,00";"0,00";"0,00";"1.400.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"HUMBERTO COSTA";"0005";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202428850005";"700.000,00";"700.000,00";"700.000,00";"0,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"CAMILA JARA";"0009";"MATO GROSSO DO SUL (UF)";"Educação";"Ensino profissional";"5112 - EDUCACAO PROFISSIONAL E TECNOLOGICA QUE TRANSFORMA";"20RG - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES DA REDE FEDERAL DE EDUCACAO PROFISSIONAL, CIENTIFICA E TECNOLOGICA - DESPESAS DIVERSAS";"202443180009";"700.000,00";"271.560,00";"255.673,74";"872.766,26";"0,00";"15.886,26";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"HUMBERTO COSTA";"0018";"PERNAMBUCO (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"8282 - REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"REESTRUTURACAO E MODERNIZACAO DAS INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"202428850018";"700.000,00";"0,00";"0,00";"950.000,00";"0,00";"450.000,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"WELTER";"0017";"PARANÁ (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"0048 - APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS";"APOIO A ENTIDADES DE ENSINO SUPERIOR NAO FEDERAIS - DESPESAS DIVERSAS";"202445000017";"700.000,00";"0,00";"0,00";"1.400.000,00";"0,00";"0,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"AUGUSTO PUPPIO";"0015";"AMAPÁ (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO - DESPESAS DIVERSAS";"202443100015";"700.000,00";"0,00";"0,00";"954.830,22";"0,00";"445.169,78";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ACACIO FAVACHO";"0005";"AMAPÁ (UF)";"Educação";"Ensino superior";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR - DESPESAS DIVERSAS";"202438970005";"700.000,00";"0,00";"0,00";"745.500,00";"0,00";"654.500,00";
"2024";"Emenda Individual - Transferências com Finalidade Definida";"ROBERTO MONTEIRO PAI";"0015";"RIO DE JANEIRO (UF)";"Educação";"Assistência hospitalar e ambulatorial";"5113 - EDUCACAO SUPERIOR: QUALIDADE, DEMOCRACIA, EQUIDADE E SUSTENTABILIDADE";"20RX - REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF";"REESTRUTURACAO E MODERNIZACAO DOS HOSPITAIS UNIVERSITARIOS FEDERAIS - REHUF";"202444640015";"700.000,00";"699.721,95";"699.721,95";"556,10";"0,00";"0,00";
